"TABLE_TYPE","dbms","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CONSTRAINT_TYPE","TABLE_SCHEMA1","TABLE_NAME1","COLUMN_NAME1"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_HISTORY","PURC_REQ_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_HISTORY","TYPE","3","nchar","1","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_HISTORY","BITS","4","image","2147483647","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_HISTORY","BITS_LENGTH","5","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","PURC_ORDER_ID","2","nvarchar","15","FOREIGN KEY","dbo","PURC_ORDER_LINE","PURC_ORDER_ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","PURC_ORDER_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","PURC_ORDER_LINE_NO","3","smallint","","FOREIGN KEY","dbo","PURC_ORDER_LINE","LINE_NO"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","PURC_ORDER_LINE_NO","3","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","TYPE","4","nchar","1","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","BITS","5","image","2147483647","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_BINARY","BITS_LENGTH","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","PURC_ORDER_ID","2","nvarchar","15","FOREIGN KEY","dbo","PURC_ORDER_LINE","PURC_ORDER_ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","PURC_ORDER_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","PURC_ORDER_LINE_NO","3","smallint","","FOREIGN KEY","dbo","PURC_ORDER_LINE","LINE_NO"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","PURC_ORDER_LINE_NO","3","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","DEL_SCHED_LINE_NO","4","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","DESIRED_RECV_DATE","5","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","ACTUAL_RECV_DATE","6","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","USER_ORDER_QTY","7","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","ORDER_QTY","8","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","RECEIVED_QTY","9","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","SHIPTO_ID","10","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","RELEASE_NUMBER","11","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","USER_1","12","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","USER_2","13","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","USER_RECEIVED_QTY","14","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","PIECE_COUNT","15","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","WAREHOUSE_ID","16","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","WIP_VAS_REQUIRED","17","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","ALLOCATED_QTY","18","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","FULFILLED_QTY","19","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","DISPATCH_ADDR_ID","20","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","SHIPFROM_ID","21","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_DEL","DISPATCHED","22","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","PURC_ORDER_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","PURC_ORDER_LINE_NO","3","int","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","SERIAL_ID_CTL","4","nvarchar","170","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","LOT_ID_CTL","5","nvarchar","170","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","APROPERTY_1_CTL","6","nvarchar","170","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","APROPERTY_2_CTL","7","nvarchar","170","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","APROPERTY_3_CTL","8","nvarchar","170","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","APROPERTY_4_CTL","9","nvarchar","170","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","APROPERTY_5_CTL","10","nvarchar","170","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","NPROPERTY_1_CTL","11","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","NPROPERTY_2_CTL","12","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","NPROPERTY_3_CTL","13","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","NPROPERTY_4_CTL","14","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","NPROPERTY_5_CTL","15","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","EXPIRE_DATE_CTL","16","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","PROD_DATE_CTL","17","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","REC_BY_DATE_CTL","18","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","AVAILABLE_DATE_CTL","19","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_LINE_TRC_CTL","SHIP_BY_DATE_CTL","20","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","PURC_ORDER_ID","2","nvarchar","15","FOREIGN KEY","dbo","PURCHASE_ORDER","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","PURC_ORDER_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","DIST_NO","3","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","TRANSACTION_ID","4","int","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","PURC_ORDER_LINE_NO","5","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","PART_ID","6","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","ACT_MATERIAL_COST","7","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","ACT_LABOR_COST","8","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","ACT_BURDEN_COST","9","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","ACT_SERVICE_COST","10","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","REFERENCE","11","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","CURRENCY_ID","12","nvarchar","15","FOREIGN KEY","dbo","CURRENCY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","CURRENCY_ID","12","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","DR_MAT_GL_ACCT_ID","13","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","DR_LAB_GL_ACCT_ID","14","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","DR_BUR_GL_ACCT_ID","15","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","DR_SER_GL_ACCT_ID","16","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","CR_MAT_GL_ACCT_ID","17","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","CR_LAB_GL_ACCT_ID","18","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","CR_BUR_GL_ACCT_ID","19","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_MATL_DETAIL","CR_SER_GL_ACCT_ID","20","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_BINARY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_BINARY","PURC_ORDER_ID","2","nvarchar","15","FOREIGN KEY","dbo","PURCHASE_ORDER","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_BINARY","PURC_ORDER_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_BINARY","TYPE","3","nchar","1","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_BINARY","BITS","4","image","2147483647","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_BINARY","BITS_LENGTH","5","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","PURC_ORDER_ID","2","nvarchar","15","FOREIGN KEY","dbo","PURCHASE_ORDER","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","PURC_ORDER_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","CURRENCY_ID","3","nvarchar","15","FOREIGN KEY","dbo","CURRENCY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","CURRENCY_ID","3","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","AMOUNT","4","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","SELL_RATE","5","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_CURR","BUY_RATE","6","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PURC_ORDER_ID","2","nvarchar","15","FOREIGN KEY","dbo","PURCHASE_ORDER","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PURC_ORDER_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","LINE_NO","3","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PART_ID","4","nvarchar","30","FOREIGN KEY","dbo","PART","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VENDOR_PART_ID","5","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","SERVICE_ID","6","nvarchar","15","FOREIGN KEY","dbo","SERVICE","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_ORDER_QTY","7","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","ORDER_QTY","8","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PURCHASE_UM","9","nvarchar","15","FOREIGN KEY","dbo","UNITS","UNIT_OF_MEASURE"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","UNIT_PRICE","10","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TRADE_DISC_PERCENT","11","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","FIXED_CHARGE","12","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EST_FREIGHT","13","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","GL_EXPENSE_ACCT_ID","14","nvarchar","30","FOREIGN KEY","dbo","ACCOUNT","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","SALES_TAX_GROUP_ID","15","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PRODUCT_CODE","16","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","COMMODITY_CODE","17","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","DESIRED_RECV_DATE","18","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","LINE_STATUS","19","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","LAST_RECEIVED_DATE","20","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TOTAL_ACT_FREIGHT","21","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TOTAL_USR_RECD_QTY","22","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TOTAL_RECEIVED_QTY","23","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TOTAL_AMT_RECVD","24","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TOTAL_AMT_ORDERED","25","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","MFG_NAME","26","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","MFG_PART_ID","27","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PROMISE_DATE","28","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PIECE_COUNT","29","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","LENGTH","30","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","WIDTH","31","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","HEIGHT","32","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","DIMENSIONS_UM","33","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VAT_CODE","34","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TOTAL_DISPATCH_QTY","35","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TOTAL_USR_DISP_QTY","36","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","MINIMUM_CHARGE","37","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","LAST_DISPATCH_DATE","38","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_BLANKET_QTY","39","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_BLANKET_USRQTY","40","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_ACCUM_QTY_REL","41","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_ACCUM_USR_REL","42","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_ACCUM_QTY_REC","43","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_ACCUM_USR_REC","44","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_LAST_REC_DATE","45","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_RELEASE_NO","46","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_RELEASE_DATE","47","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_QTY_RELEASED","48","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_USR_QTY_REL","49","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EDI_REQ_REL_DATE","50","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","SHIPTO_ID","51","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","WAREHOUSE_ID","52","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","WIP_VAS_REQUIRED","53","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","ALLOCATED_QTY","54","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","FULFILLED_QTY","55","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","HTS_CODE","56","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","ORIG_COUNTRY_ID","57","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_1","58","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_2","59","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_3","60","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_4","61","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_5","62","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_6","63","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_7","64","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_8","65","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_9","66","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","USER_10","67","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","UDF_LAYOUT_ID","68","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","vat_category","69","nvarchar","15","FOREIGN KEY","dbo","VAT_CATEGORY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VAT_AMOUNT","70","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VAT_RCV_AMOUNT","71","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","WBS_CODE","72","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","DEPARTMENT_ID","73","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PART_GL_ACCOUNT","74","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","COST_CATEGORY_ID","75","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PROJ_REF_SEQ_NO","76","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PROJ_REF_SUB_ID","77","nvarchar","3","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","DISPATCH_ADDR_ID","78","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","SHIPFROM_ID","79","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","QA_QTY","80","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","OWNER_ID","81","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TRACE_QTY","82","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","DISPATCHED","83","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","TRANS_CATEGORY_ID","84","nvarchar","15","FOREIGN KEY","dbo","TRANS_CATEGORY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","ORIG_STAGE_REVISION_ID","85","nvarchar","24","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","CONSIGNED_WHS_ID","86","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","CONSIGNED_LOC_ID","87","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","STATUS_EFF_DATE","88","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","PROMISE_SHIP_DATE","89","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","SPECIAL_PRICE_AUTH","90","nvarchar","100","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","CONTRACT_ID","91","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","CONTRACT_LINE_NO","92","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","ENTERED_BY","93","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","SITE_ID","94","nvarchar","15","FOREIGN KEY","dbo","SITE","ID"
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","POSTING_CANDIDATE","95","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","EMAIL_NOTIFICATION","96","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VAT_IE_PERCENT","97","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VAT_IE_AMOUNT","98","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VAT_IE_DR_GL_ACCT_ID","99","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","VAT_IE_CR_GL_ACCT_ID","100","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_LINE","CONFIRMED_SHIP_DATE","101","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_REQ","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_REQ","PURC_ORD_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_REQ","PURC_ORD_LINE_NO","3","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_REQ","PURC_REQ_ID","4","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_REQ","PURC_REQ_LINE_NO","5","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_RFQ","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_RFQ","PURC_ORD_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_RFQ","PURC_ORD_LINE_NO","3","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_RFQ","PURC_RFQ_ID","4","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_RFQ","PURC_RFQ_LINE_NO","5","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_SYNC","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_SYNC","EVENT_ID","2","int","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_SYNC","TYPE","3","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_SYNC","CREATE_DATE","4","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_SYNC","PURC_ORDER_ID","5","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_SYNC","EXCEPTION","6","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","PURC_ORDER_SYNC","SUBSCRIPTIONS","7","int","","","","",""
