equipment_id,line_id,equipment_type,equipment_name,measurement_date,availability_rate,performance_rate,quality_rate,oee_score,downtime_hours,created_date
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-10-21,0.837,0.83,0.907,0.63,3.91,2024-10-21 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-10-28,0.876,0.887,0.99,0.769,2.98,2024-10-28 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-11-04,0.904,0.77,0.944,0.657,2.3,2024-11-04 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-11-11,0.819,0.772,0.902,0.57,4.34,2024-11-11 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-11-18,0.883,0.803,0.945,0.67,2.81,2024-11-18 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-11-25,0.896,0.82,0.911,0.669,2.5,2024-11-25 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-12-02,0.899,0.821,0.92,0.679,2.42,2024-12-02 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-12-09,0.871,0.836,0.932,0.679,3.1,2024-12-09 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-12-16,0.879,0.824,0.905,0.655,2.9,2024-12-16 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-12-23,0.869,0.936,0.918,0.747,3.14,2024-12-23 00:00:00
33,10,Heat Treatment Oven,Heat Treatment Oven 10-2,2024-12-30,0.834,0.785,0.926,0.606,3.98,2024-12-30 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-01-01,0.889,0.837,0.965,0.718,2.66,2024-01-01 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-01-08,0.916,0.942,0.921,0.795,2.02,2024-01-08 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-01-15,0.81,0.757,0.925,0.567,4.56,2024-01-15 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-01-22,0.812,0.77,0.922,0.576,4.51,2024-01-22 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-01-29,0.912,0.893,0.937,0.763,2.11,2024-01-29 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-02-05,0.818,0.897,0.984,0.722,4.37,2024-02-05 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-02-12,0.848,0.791,0.975,0.654,3.65,2024-02-12 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-02-19,0.863,0.808,0.957,0.667,3.29,2024-02-19 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-02-26,0.932,0.769,0.948,0.679,1.63,2024-02-26 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-03-04,0.926,0.845,0.929,0.727,1.78,2024-03-04 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-03-11,0.963,0.798,0.93,0.715,0.89,2024-03-11 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-03-18,0.813,0.787,0.985,0.63,4.49,2024-03-18 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-03-25,0.826,0.753,0.945,0.588,4.18,2024-03-25 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-04-01,0.86,0.786,0.925,0.625,3.36,2024-04-01 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-04-08,0.814,0.886,0.981,0.708,4.46,2024-04-08 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-04-15,0.907,0.944,0.955,0.818,2.23,2024-04-15 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-04-22,0.888,0.8,0.91,0.646,2.69,2024-04-22 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-04-29,0.947,0.863,0.994,0.812,1.27,2024-04-29 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-05-06,0.95,0.855,0.916,0.744,1.2,2024-05-06 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-05-13,0.826,0.769,0.929,0.59,4.18,2024-05-13 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-05-20,0.933,0.841,0.97,0.761,1.61,2024-05-20 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-05-27,0.978,0.801,0.946,0.741,0.53,2024-05-27 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-06-03,0.866,0.753,0.933,0.608,3.22,2024-06-03 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-06-10,0.928,0.928,0.974,0.839,1.73,2024-06-10 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-06-17,0.954,0.93,0.957,0.849,1.1,2024-06-17 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-06-24,0.82,0.887,0.969,0.705,4.32,2024-06-24 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-07-01,0.804,0.946,0.981,0.746,4.7,2024-07-01 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-07-08,0.919,0.778,0.947,0.677,1.94,2024-07-08 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-07-15,0.844,0.898,0.992,0.752,3.74,2024-07-15 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-07-22,0.865,0.899,0.918,0.714,3.24,2024-07-22 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-07-29,0.972,0.878,0.992,0.847,0.67,2024-07-29 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-08-05,0.958,0.886,0.985,0.836,1.01,2024-08-05 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-08-12,0.881,0.942,0.95,0.788,2.86,2024-08-12 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-08-19,0.848,0.886,0.984,0.739,3.65,2024-08-19 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-08-26,0.87,0.833,0.994,0.72,3.12,2024-08-26 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-09-02,0.856,0.758,0.949,0.616,3.46,2024-09-02 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-09-09,0.862,0.872,0.941,0.707,3.31,2024-09-09 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-09-16,0.882,0.944,0.975,0.812,2.83,2024-09-16 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-09-23,0.852,0.944,0.947,0.762,3.55,2024-09-23 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-09-30,0.923,0.843,0.914,0.711,1.85,2024-09-30 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-10-07,0.974,0.875,0.963,0.821,0.62,2024-10-07 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-10-14,0.855,0.808,0.976,0.674,3.48,2024-10-14 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-10-21,0.803,0.758,0.927,0.564,4.73,2024-10-21 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-10-28,0.907,0.761,0.929,0.641,2.23,2024-10-28 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-11-04,0.877,0.882,0.9,0.696,2.95,2024-11-04 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-11-11,0.845,0.82,0.927,0.642,3.72,2024-11-11 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-11-18,0.955,0.883,0.973,0.82,1.08,2024-11-18 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-11-25,0.828,0.767,0.926,0.588,4.13,2024-11-25 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-12-02,0.979,0.789,0.956,0.738,0.5,2024-12-02 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-12-09,0.815,0.794,0.945,0.612,4.44,2024-12-09 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-12-16,0.864,0.912,0.961,0.757,3.26,2024-12-16 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-12-23,0.876,0.943,0.909,0.751,2.98,2024-12-23 00:00:00
34,10,Packaging Machine,Packaging Machine 10-3,2024-12-30,0.847,0.81,0.93,0.638,3.67,2024-12-30 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-01-01,0.878,0.925,0.976,0.793,2.93,2024-01-01 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-01-08,0.825,0.904,0.924,0.689,4.2,2024-01-08 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-01-15,0.875,0.79,0.929,0.642,3.0,2024-01-15 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-01-22,0.854,0.935,0.944,0.754,3.5,2024-01-22 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-01-29,0.833,0.906,0.979,0.739,4.01,2024-01-29 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-02-05,0.817,0.855,0.966,0.675,4.39,2024-02-05 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-02-12,0.891,0.887,0.934,0.738,2.62,2024-02-12 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-02-19,0.864,0.843,0.991,0.722,3.26,2024-02-19 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-02-26,0.883,0.933,0.903,0.744,2.81,2024-02-26 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-03-04,0.938,0.768,0.913,0.658,1.49,2024-03-04 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-03-11,0.963,0.907,0.955,0.834,0.89,2024-03-11 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-03-18,0.867,0.874,0.985,0.746,3.19,2024-03-18 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-03-25,0.958,0.761,0.98,0.714,1.01,2024-03-25 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-04-01,0.823,0.884,0.944,0.687,4.25,2024-04-01 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-04-08,0.937,0.854,0.98,0.784,1.51,2024-04-08 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-04-15,0.815,0.804,0.994,0.651,4.44,2024-04-15 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-04-22,0.819,0.869,0.978,0.696,4.34,2024-04-22 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-04-29,0.902,0.888,0.982,0.787,2.35,2024-04-29 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-05-06,0.822,0.867,0.949,0.676,4.27,2024-05-06 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-05-13,0.929,0.89,0.949,0.785,1.7,2024-05-13 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-05-20,0.901,0.943,0.913,0.776,2.38,2024-05-20 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-05-27,0.961,0.878,0.915,0.772,0.94,2024-05-27 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-06-03,0.913,0.894,0.989,0.807,2.09,2024-06-03 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-06-10,0.945,0.875,0.919,0.76,1.32,2024-06-10 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-06-17,0.812,0.781,0.984,0.624,4.51,2024-06-17 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-06-24,0.894,0.799,0.91,0.65,2.54,2024-06-24 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-07-01,0.804,0.851,0.937,0.641,4.7,2024-07-01 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-07-08,0.967,0.81,0.946,0.741,0.79,2024-07-08 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-07-15,0.833,0.797,0.981,0.651,4.01,2024-07-15 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-07-22,0.847,0.873,0.942,0.697,3.67,2024-07-22 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-07-29,0.918,0.775,0.914,0.65,1.97,2024-07-29 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-08-05,0.804,0.778,0.971,0.607,4.7,2024-08-05 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-08-12,0.843,0.852,0.966,0.694,3.77,2024-08-12 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-08-19,0.836,0.846,0.927,0.656,3.94,2024-08-19 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-08-26,0.818,0.868,0.935,0.664,4.37,2024-08-26 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-09-02,0.85,0.827,0.976,0.686,3.6,2024-09-02 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-09-09,0.884,0.913,0.914,0.738,2.78,2024-09-09 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-09-16,0.851,0.774,0.937,0.617,3.58,2024-09-16 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-09-23,0.904,0.757,0.962,0.658,2.3,2024-09-23 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-09-30,0.918,0.839,0.986,0.759,1.97,2024-09-30 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-10-07,0.864,0.778,0.984,0.661,3.26,2024-10-07 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-10-14,0.883,0.752,0.915,0.608,2.81,2024-10-14 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-10-21,0.89,0.922,0.92,0.755,2.64,2024-10-21 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-10-28,0.962,0.855,0.949,0.781,0.91,2024-10-28 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-11-04,0.831,0.78,0.962,0.624,4.06,2024-11-04 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-11-11,0.901,0.842,0.982,0.745,2.38,2024-11-11 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-11-18,0.825,0.907,0.963,0.721,4.2,2024-11-18 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-11-25,0.966,0.764,0.98,0.723,0.82,2024-11-25 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-12-02,0.887,0.943,0.958,0.801,2.71,2024-12-02 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-12-09,0.832,0.892,0.948,0.704,4.03,2024-12-09 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-12-16,0.919,0.802,0.966,0.712,1.94,2024-12-16 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-12-23,0.906,0.866,0.956,0.75,2.26,2024-12-23 00:00:00
35,10,Packaging Machine,Packaging Machine 10-4,2024-12-30,0.949,0.764,0.903,0.655,1.22,2024-12-30 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-01-01,0.842,0.883,0.947,0.704,3.79,2024-01-01 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-01-08,0.922,0.815,0.922,0.693,1.87,2024-01-08 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-01-15,0.939,0.933,0.976,0.855,1.46,2024-01-15 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-01-22,0.819,0.926,0.969,0.735,4.34,2024-01-22 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-01-29,0.869,0.945,0.988,0.811,3.14,2024-01-29 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-02-05,0.811,0.8,0.904,0.587,4.54,2024-02-05 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-02-12,0.935,0.838,0.936,0.733,1.56,2024-02-12 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-02-19,0.914,0.756,0.917,0.634,2.06,2024-02-19 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-02-26,0.819,0.84,0.913,0.628,4.34,2024-02-26 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-03-04,0.915,0.861,0.919,0.724,2.04,2024-03-04 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-03-11,0.888,0.886,0.921,0.725,2.69,2024-03-11 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-03-18,0.934,0.837,0.95,0.743,1.58,2024-03-18 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-03-25,0.942,0.767,0.902,0.652,1.39,2024-03-25 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-04-01,0.973,0.769,0.903,0.676,0.65,2024-04-01 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-04-08,0.825,0.751,0.974,0.603,4.2,2024-04-08 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-04-15,0.902,0.923,0.932,0.776,2.35,2024-04-15 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-04-22,0.923,0.942,0.969,0.843,1.85,2024-04-22 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-04-29,0.895,0.788,0.92,0.649,2.52,2024-04-29 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-05-06,0.949,0.85,0.934,0.753,1.22,2024-05-06 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-05-13,0.962,0.921,0.976,0.865,0.91,2024-05-13 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-05-20,0.879,0.875,0.983,0.756,2.9,2024-05-20 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-05-27,0.902,0.775,0.949,0.663,2.35,2024-05-27 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-06-03,0.818,0.85,0.905,0.629,4.37,2024-06-03 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-06-10,0.897,0.755,0.978,0.662,2.47,2024-06-10 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-06-17,0.852,0.916,0.937,0.731,3.55,2024-06-17 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-06-24,0.864,0.924,0.915,0.73,3.26,2024-06-24 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-07-01,0.852,0.857,0.923,0.674,3.55,2024-07-01 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-07-08,0.893,0.872,0.93,0.724,2.57,2024-07-08 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-07-15,0.911,0.859,0.985,0.771,2.14,2024-07-15 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-07-22,0.905,0.937,0.994,0.843,2.28,2024-07-22 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-07-29,0.918,0.756,0.94,0.652,1.97,2024-07-29 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-08-05,0.836,0.928,0.906,0.703,3.94,2024-08-05 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-08-12,0.837,0.913,0.931,0.711,3.91,2024-08-12 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-08-19,0.936,0.932,0.906,0.79,1.54,2024-08-19 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-08-26,0.889,0.911,0.954,0.773,2.66,2024-08-26 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-09-02,0.91,0.917,0.977,0.815,2.16,2024-09-02 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-09-09,0.862,0.764,0.94,0.619,3.31,2024-09-09 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-09-16,0.933,0.936,0.984,0.859,1.61,2024-09-16 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-09-23,0.886,0.776,0.969,0.666,2.74,2024-09-23 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-09-30,0.819,0.849,0.921,0.64,4.34,2024-09-30 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-10-07,0.863,0.846,0.974,0.711,3.29,2024-10-07 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-10-14,0.958,0.796,0.988,0.753,1.01,2024-10-14 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-10-21,0.805,0.906,0.919,0.67,4.68,2024-10-21 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-10-28,0.909,0.826,0.965,0.725,2.18,2024-10-28 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-11-04,0.803,0.846,0.937,0.637,4.73,2024-11-04 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-11-11,0.868,0.775,0.967,0.651,3.17,2024-11-11 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-11-18,0.899,0.773,0.911,0.633,2.42,2024-11-18 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-11-25,0.911,0.931,0.933,0.791,2.14,2024-11-25 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-12-02,0.862,0.934,0.923,0.743,3.31,2024-12-02 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-12-09,0.817,0.752,0.939,0.577,4.39,2024-12-09 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-12-16,0.935,0.912,0.951,0.811,1.56,2024-12-16 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-12-23,0.808,0.91,0.983,0.723,4.61,2024-12-23 00:00:00
36,11,Robotic Arm,Robotic Arm 11-1,2024-12-30,0.845,0.761,0.905,0.582,3.72,2024-12-30 00:00:00
37,11,CMM,CMM 11-2,2024-01-01,0.833,0.759,0.933,0.59,4.01,2024-01-01 00:00:00
37,11,CMM,CMM 11-2,2024-01-08,0.918,0.799,0.928,0.681,1.97,2024-01-08 00:00:00
37,11,CMM,CMM 11-2,2024-01-15,0.909,0.846,0.912,0.701,2.18,2024-01-15 00:00:00
37,11,CMM,CMM 11-2,2024-01-22,0.814,0.8,0.952,0.62,4.46,2024-01-22 00:00:00
37,11,CMM,CMM 11-2,2024-01-29,0.889,0.897,0.934,0.745,2.66,2024-01-29 00:00:00
37,11,CMM,CMM 11-2,2024-02-05,0.965,0.794,0.968,0.742,0.84,2024-02-05 00:00:00
37,11,CMM,CMM 11-2,2024-02-12,0.969,0.906,0.928,0.815,0.74,2024-02-12 00:00:00
37,11,CMM,CMM 11-2,2024-02-19,0.918,0.855,0.925,0.726,1.97,2024-02-19 00:00:00
37,11,CMM,CMM 11-2,2024-02-26,0.926,0.851,0.905,0.713,1.78,2024-02-26 00:00:00
37,11,CMM,CMM 11-2,2024-03-04,0.962,0.891,0.959,0.822,0.91,2024-03-04 00:00:00
37,11,CMM,CMM 11-2,2024-03-11,0.85,0.791,0.913,0.614,3.6,2024-03-11 00:00:00
37,11,CMM,CMM 11-2,2024-03-18,0.976,0.796,0.97,0.754,0.58,2024-03-18 00:00:00
37,11,CMM,CMM 11-2,2024-03-25,0.838,0.824,0.978,0.675,3.89,2024-03-25 00:00:00
37,11,CMM,CMM 11-2,2024-04-01,0.826,0.946,0.966,0.755,4.18,2024-04-01 00:00:00
37,11,CMM,CMM 11-2,2024-04-08,0.917,0.841,0.911,0.703,1.99,2024-04-08 00:00:00
37,11,CMM,CMM 11-2,2024-04-15,0.89,0.757,0.926,0.624,2.64,2024-04-15 00:00:00
37,11,CMM,CMM 11-2,2024-04-22,0.869,0.915,0.908,0.722,3.14,2024-04-22 00:00:00
37,11,CMM,CMM 11-2,2024-04-29,0.85,0.872,0.947,0.702,3.6,2024-04-29 00:00:00
37,11,CMM,CMM 11-2,2024-05-06,0.955,0.827,0.904,0.714,1.08,2024-05-06 00:00:00
37,11,CMM,CMM 11-2,2024-05-13,0.837,0.787,0.941,0.62,3.91,2024-05-13 00:00:00
37,11,CMM,CMM 11-2,2024-05-20,0.809,0.811,0.951,0.624,4.58,2024-05-20 00:00:00
37,11,CMM,CMM 11-2,2024-05-27,0.863,0.755,0.958,0.624,3.29,2024-05-27 00:00:00
37,11,CMM,CMM 11-2,2024-06-03,0.961,0.935,0.986,0.886,0.94,2024-06-03 00:00:00
37,11,CMM,CMM 11-2,2024-06-10,0.946,0.868,0.972,0.798,1.3,2024-06-10 00:00:00
37,11,CMM,CMM 11-2,2024-06-17,0.861,0.916,0.941,0.742,3.34,2024-06-17 00:00:00
37,11,CMM,CMM 11-2,2024-06-24,0.877,0.896,0.97,0.762,2.95,2024-06-24 00:00:00
37,11,CMM,CMM 11-2,2024-07-01,0.81,0.772,0.937,0.586,4.56,2024-07-01 00:00:00
37,11,CMM,CMM 11-2,2024-07-08,0.93,0.886,0.982,0.809,1.68,2024-07-08 00:00:00
37,11,CMM,CMM 11-2,2024-07-15,0.969,0.843,0.954,0.779,0.74,2024-07-15 00:00:00
37,11,CMM,CMM 11-2,2024-07-22,0.902,0.854,0.915,0.705,2.35,2024-07-22 00:00:00
37,11,CMM,CMM 11-2,2024-07-29,0.869,0.899,0.988,0.772,3.14,2024-07-29 00:00:00
37,11,CMM,CMM 11-2,2024-08-05,0.824,0.753,0.976,0.606,4.22,2024-08-05 00:00:00
37,11,CMM,CMM 11-2,2024-08-12,0.971,0.767,0.924,0.688,0.7,2024-08-12 00:00:00
37,11,CMM,CMM 11-2,2024-08-19,0.898,0.818,0.937,0.688,2.45,2024-08-19 00:00:00
37,11,CMM,CMM 11-2,2024-08-26,0.911,0.822,0.963,0.721,2.14,2024-08-26 00:00:00
37,11,CMM,CMM 11-2,2024-09-02,0.941,0.912,0.958,0.822,1.42,2024-09-02 00:00:00
37,11,CMM,CMM 11-2,2024-09-09,0.822,0.864,0.93,0.66,4.27,2024-09-09 00:00:00
37,11,CMM,CMM 11-2,2024-09-16,0.848,0.786,0.944,0.629,3.65,2024-09-16 00:00:00
37,11,CMM,CMM 11-2,2024-09-23,0.879,0.843,0.992,0.735,2.9,2024-09-23 00:00:00
37,11,CMM,CMM 11-2,2024-09-30,0.886,0.919,0.921,0.75,2.74,2024-09-30 00:00:00
37,11,CMM,CMM 11-2,2024-10-07,0.811,0.938,0.926,0.704,4.54,2024-10-07 00:00:00
37,11,CMM,CMM 11-2,2024-10-14,0.91,0.813,0.906,0.67,2.16,2024-10-14 00:00:00
37,11,CMM,CMM 11-2,2024-10-21,0.832,0.903,0.926,0.696,4.03,2024-10-21 00:00:00
37,11,CMM,CMM 11-2,2024-10-28,0.956,0.775,0.96,0.711,1.06,2024-10-28 00:00:00
37,11,CMM,CMM 11-2,2024-11-04,0.826,0.874,0.905,0.653,4.18,2024-11-04 00:00:00
37,11,CMM,CMM 11-2,2024-11-11,0.821,0.758,0.965,0.601,4.3,2024-11-11 00:00:00
37,11,CMM,CMM 11-2,2024-11-18,0.955,0.866,0.904,0.748,1.08,2024-11-18 00:00:00
37,11,CMM,CMM 11-2,2024-11-25,0.929,0.762,0.968,0.685,1.7,2024-11-25 00:00:00
37,11,CMM,CMM 11-2,2024-12-02,0.847,0.801,0.964,0.654,3.67,2024-12-02 00:00:00
37,11,CMM,CMM 11-2,2024-12-09,0.954,0.821,0.968,0.758,1.1,2024-12-09 00:00:00
37,11,CMM,CMM 11-2,2024-12-16,0.908,0.82,0.907,0.675,2.21,2024-12-16 00:00:00
37,11,CMM,CMM 11-2,2024-12-23,0.88,0.852,0.923,0.692,2.88,2024-12-23 00:00:00
37,11,CMM,CMM 11-2,2024-12-30,0.859,0.824,0.978,0.692,3.38,2024-12-30 00:00:00
